cof_02436_00022668493	Hay varios cines cerca de tu hotel. ¿Estas buscando algo en especial?
cof_02436_00049786223	Quiero hacer algo menos intenso.
cof_02436_00052210902	Quiero escuchar la mejor música pop de los años ochenta.
cof_02436_00069426400	La nave encalló en los arrecifes
cof_02436_00073935569	Hay varias agencias de carros que venden carros usados en muy buen estado.
cof_02436_00077212128	La pijama de rayas es azul
cof_02436_00078353421	Solo quiero escuchar algo diferente.
cof_02436_00099950682	No te recomiendo que compres un carro usado porque es muy difícil saber en qué condición se encuentra.
cof_02436_00109430770	Una playa poco turista suena genial pero no se si es demasiado difícil llegar.
cof_02436_00113468953	Tengo que viajar a España a un concierto y no se como reservar las boletas del teatro.
cof_02436_00145881913	No se que canales puedan ver mis hijos, no quiero que vean cosas inapropiadas
cof_02436_00158507084	¿Sabes si puedo comer pizza aunque tenga diabetes?
cof_02436_00166144812	¿Y qué tipo de viaje le gustaría hacer?
cof_02436_00182289993	Quiero ver una película de terror.
cof_02436_00191798108	¿Cuáles son los cines más cercanos a mi hotel?
cof_02436_00210634486	Quiero salir de viaje con mis papás pero no se a donde ir.
cof_02436_00213196126	Si prefieres irte por tierra te recomiendo que te hospedes en el Hotel Paraíso
cof_02436_00262476365	Si te mareas fácil en un barco, puedes llegar por tierra ya que no es una isla, sino una península.
cof_02436_00275226202	El caballo está amarrado
cof_02436_00283516637	Ellos ven televisión entre la una y las tres de la tarde.
cof_02436_00287159429	Estoy aburrida de desayunar cereal, quiero que me recomiendes un desayuno rápido y saludable.
cof_02436_00301724065	¿Cuántos días llevas sin dormir bien?
cof_02436_00330747152	Si compras un carro usado te recomiendo llevarlo a un taller mecánico antes de comprarlo
cof_02436_00341603894	El jeroglífico tiene un pez amarillo
cof_02436_00343841328	Me acabo de enterar que tengo diabetes pero me encanta la pizza.
cof_02436_00356971539	Últimamente he estado muy estresada, quiero ir de vacaciones a un lugar donde me pueda relajar.
cof_02436_00357543014	La pronunciación del francés es difícil
cof_02436_00360598628	Quiero que me des tu opinión sobre la situación económica del país.
cof_02436_00363466083	No te entiendo nada
cof_02436_00387123242	Me gustaría escuchar algo que normalmente no escucho
cof_02436_00418131184	¿Me puedes pasar el link de los precios?
cof_02436_00428515943	Mis últimos viajes han sido muy aburridos y esta vez quiero hacer algo emocionante.
cof_02436_00438080576	Hay varias teorías sobre lo que está pasando.
cof_02436_00441164885	Quiero saber cuál es la hamburguesa con menos calorías.
cof_02436_00458081068	Quiero ver una película de acción.
cof_02436_00473386903	No supo descifrar las huellas
